,jobtitle,jobdescription,experience
93,Data Engineer #IA-1001,"<p>SmartDrive Systems, Inc. has a Data Engineer position in San Diego, CA.</p>
<p>&nbsp;</p>",No experience
94,Data Management Leads & Data Scientists,"<p>Cymer LLC has openings in San Diego, CA for following positions:</p>
<p>&bull;&nbsp;<strong>Data Scientists</strong> -design &amp; develop business intelligence applications;</p>
<p>&bull;&nbsp;<strong>Data Management Leads</strong>- define &amp; implement database architecture &amp; landscape management strategies to address business needs &amp; product requirements.&nbsp;</p>
<p>An&nbsp;Equal Opportunity Employer.</p>",No experience
95,Data Scientist,"DATA SCIENTIST   Hash Finance LLC located in Laguna Beach, CA seeks experienced Data Scientist to drive creation of comprehensive datasets encompassing user profiles and behaviors; build complex predictive models, and develop proof-of-concept prototypes to prove out hypotheses. Must reference DS2017. Send resume to:  rich@hash.finance",No experience
96,Search and Big Data Engineer #00017096,"<p>Gartner, Inc. Stamford, CT. Search and Big Data Engineer. Innovate and maintain Search and Big Data project which include the search engine &amp; state of the art recommendation/personalization algorithms.&nbsp;</p>
<p>Requires Master's degree in Ops Research, Stat, CS, Applied Math, Engineering (any), Physics or a direct related field +3 years of data science &amp; analytics experience. Will accept Bachelor's degree +5yrs description experience.</p>
<p><span style=""font-size: 10.5pt; line-height: 115%; font-family: Verdana, sans-serif; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;"">Ref #00017096</span></p>",No experience
97,"Data Scientist #17-3438, Risk Analyst #17-3495, Sr. Product Manager 2 #17-3128","<p>Information System Technology PayPal, Inc. has the following job opportunities in San Jose, CA:</p>
<p>Data Scientist (Req.#17-3438): Design &amp; build state-of-art solutions for merchant portfolio risk mgmt. Fast learner to quickly ramp up &amp; explore in new domains, identify problems/opportunities &amp; come up with solutions. Identify typical problems &amp; issues during normal course of work &amp; take proactive actions to solve them with minimum guidance. Requires: Master of science(or equivalent) plus 3 years experience or Bachelor of science (or equivalent) plus 5 years experience.</p>
<p>Risk Analyst (Req.#17-3495): Support overall risk goals through detailed data mining &amp; analysis that results in policies, test &amp; learn pilot programs &amp; broad strategies to deliver efficiency, loss reduction &amp; better customer experience. Work with operational analysts to build stories on emerging loss trends &amp; opps for solution prototype development. Requires: Master of science(or equivalent) plus 2 years experience or Bachelor of science(or equivalent) plus 5 years experience.</p>
<p>Risk Analyst 2 (Req.#16-3417): Responsible for utilizing data &amp; statistical analysis to identify &amp; promote new strategies to optimize the company's seller risk management. Support overall risk goals through data mining &amp; analysis that results in new policies. Identify meaningful profile, behavioral, &amp; transactional attributes of customers. Special skills may be gained through academic coursework. Requires: Master of science(or equivalent) or Bachelor of science (or equivalent) plus 5 years experience.</p>
<p>Sr. Product Manager 2 (Req.#17-3128): Define product scope, capabilities, &amp; KPIs. Identify new product opportunities &amp; enhancements. Identify product gaps, generate new ideas, &amp; influence investment decisions to improve product capabilities. Lead product domain strategy, quarterly roadmap, &amp; commitment to the customer. Requires: Master of science(or equivalent) plus 2 years experience or Bachelor of Science(or equivalent) plus 5 years experience.</p>
<p>Technical Project Management 1 (Req.#16-2688): Work on Planning &amp; Ops team with in Payments &amp; Platforms &amp; drive execution of Company's core &amp; strategic initiatives. Utilize extensive knowledge of strategic change implementation. Promote speed, quality &amp; shared vision by driving Company's initiatives forward. Requires: Master of Science(or equivalent) plus 2 years experience or Bachelor of Science(or equivalent) plus 5 years experience.</p>
<p>Manager, Strategy Development (Req.#17-1848): Gather market insights from regional teams. Partner with global teams to leverage best practices from other regions &amp; share LATAM's learnings. Create specific strategic plans for merchant lifecycle digital campaigns. Requires: Master of Science(or equivalent) plus 2 years experience or Bachelor of Science(or equivalent) plus 5 years experience.</p>
<p>Risk Analyst (Req.#17-1568): Responsible for evaluating &amp; accessing financial data &amp; conducting data mining. Work with credit team to evolve strategies related to Merchant eligibility, underwriting criteria, loan assignment &amp; collections capabilities. Experience/skills may be gained through academic coursework. Requires: Master of Science(or equivalent) or Bachelor of science(or equivalent) plus 5 years experience.</p>
<p>Manager, Product General Management (Req.#17-3485): Understand end user problems as well as competitive &amp; market trends in the Identity space. Partner with cross-functional teams with in PayPal to build identity products &amp; constantly innovate on web (desktop &amp; mobile) &amp; native apps (iOS and Android) technologies. Requires: Master of Science(or equivalent) plus 2 years experience or Bachelor of Science(or equivalent) plus 5 years experience. Must be legally authorized to work in the U.S. without sponsorship.</p>
<p>Equal opportunity employer.</p>",No experience
98,Software Engineers and Data Engineers,"<p>Engineering:&nbsp;</p>
<p>The Home Depot U.S.A., Inc. has multiple openings for the following positions in our Foster City, CA office: software engineering positions including Software Engineers and Data Engineers to develop and/or execute software, testing and validation procedures, programming and documentation and Quality Analysts and to review and analyze software test plans/cases/schedules/ scripts in order to identify software problems and their causes; Product Group Managers to plan, direct, and coordinate marketing policies and programs to support e-commerce product groups.&nbsp;</p>
<p>Work location: Foster City, CA.&nbsp;</p>
<p>All positions require related degree and/or experience and/or skills.&nbsp;</p>
<p>Multiple openings.&nbsp;</p>
<p>&nbsp;</p>",No experience
99,"Senior Software Engineers, Data Scientist, Senior Data Scientist","<p><strong>Senior Software Engineers, Data Scientist, Senior Data Scientist</strong></p>
<p>Home Depot Product Authority, LLC has multiple openings for Senior Software Engineers to develop and/or execute software testing and validation procedures, programming and documentation. Data Scientists and Senior Data Scientists to develop the analytical infrastructure and computational capabilities that drive decision making and impact performance.</p>
<p><strong>Work Location:</strong> Austin, TX.</p>
<p>Related degree, experience and/or skills required.</p>
<p>&nbsp;</p>",No experience
100,Data Scientist #79972,"<p>(Warren, NJ) - Qualified candidate with Masters in Business; 12 months/experience as Data Scientist/Analyst perform job duties; 40 hours per week Travel 50% of time; responsible for gathering business requirements, analysis data for modeling, problem solving and data gov; oversee development and integration; use Python, R and Spark &amp; Linux OS.&nbsp;</p>
<p>Web Id: 79972</p>
<p>&nbsp;</p>",No experience
101,"Director IHBI/Senior Researcher, Data Scientist - Position Number: 76500","<p>Position Number: 76500</p>
<p>Director IHBI/Senior Researcher, Data Scientist. Lead team on analytics projects that support capture, collection, exploration data analysis, transformation of complex data sets to incorporate into statistical, data mining, text mining, machine learning, simulation, geographic information systems and business intelligence tools for insight and visualization. Ensure adherence to organization&rsquo;s project management methodologies, guide development of predictive data models, optimization, quantitative study of data prepared for analysis. Qualified candidates will possess Master&rsquo;s Degree in Statistics, Econometrics, Computing or related. Must have experience or education in artificial neural networks, and SAS Enterprise Miner, MATLAB.&nbsp;</p>
<p>CMU, an AA/EO institution, strongly and actively strives to increase diversity and provide equal opportunity within its community. CMU does not discriminate in employment against persons based on age, color, disability, gender, gender identity/gender expression, genetic information, familial status, height, marital status, national origin, political persuasion, race, religion, sex, sexual orientation, veteran status, or weight.</p>",No experience
102,Lead Data Engineer,"LEAD DATA ENGINEER 
	TARGET Enterprise Inc. is currently seeking a full-time Lead Data Engineer at our offices in Sunnyvale, California. The position of Lead Data Engineer will be responsible for the development of high performance, distributed computing tasks using Big Data technologies such as Spark, NoSQL, text mining and other distributed environment technologies based on the needs of the organization. This position requires a Master's degree or equivalent in Computer Science, Applied Mathematics, Physics, Statistics, or a related field. Must have two years of related experience. Must also have demonstrated ability (which may have been gained concurrently) with each of the following: 1. Implementing architectures to handle web-scale data; 2. Developing high performance, distributed computing tasks using Big Data technologies such as Spark, NoSQL, and text mining; and 3. JAVA, Scala, Spring, SQL (Database), Search Technology, Web Services, and Version Control. Please apply online at https://corporate.target.com/careers/.",1-3 years of experience
103,Data Scientist,"TECHNOLOGY:  
	Data Scientist position available at Wal-Mart in Sunnyvale, CA. PhD or equiv in Stats, Math, Operations Research, CS, Electrical Eng'g or rel. quantitative field OR MS or equiv in Stats, Math, Operations Research, CS, Electrical Eng'g or rel. quantitative field & 2 yrs of exp working w/lrg amounts of real data. Duties incl but not limited to: research, design, & implement data models & cutting edge algorithms on high-dimensional, fast moving, unstructured & structured data. For job duties, req'mnts, & to apply, visit http://jobs.walmart.com/, select ""Enter Search Terms,"" & enter Job ID# 613776BR. Wal-Mart EOE, AAE.",1-3 years of experience
104,DATA ENGINEER,"DATA ENGINEER - Capital One Services, LLC in Richmond, VA; Mult pos avail: Perform tech design, dvlpmnt, modification, & implementation of software &/or data apps using existing & emerging tech platforms. Requires Bachelor's degree or foreign equiv in CS/ Engin/ CIS/ rel tech field & 3 yrs exp in job offered or app dvlpmnt. Must pass company's assessment. To apply, visit , then search keyword ""Data Engineer"" or requisition ID 796926. <p><img src=""""></p>",1-3 years of experience
105,Data Scientist I,"<p><strong>What you will do:</strong> Work under limited technical direction in the development of data analysis and management tools for specialized data and analytics projects at SCH. The position requires skills in data science, statistics, analytics, and/or computer science, particularly as they apply to the analysis and management of complex clinical and biomedical data.</p><p><strong>Desired Skills/Experience: </strong></p><p><strong>- </strong>Bachelor's Degree in Statistics, Computer Science, Biomedical/Health Informatics, Bioinformatics, or comparable area </p><p>- At least two (2) years of experience participating in data science, statistics, and analytics related projects </p><p>- Relevant programming and data management experience, including experience with R, SQL, Python, Java </p><p>- Expert knowledge of statistics and other data analysis and visualization techniques</p><p>- Able to collaboratively work with clinicians, managers, data analysts on a variety of projects  </p><p><strong>Preferred: </strong></p><p>- Advanced Degree (PhD or MS) in Statistics, Computer Science, Biomedical/Health Informatics, Bioinformatics, or comparable area </p><p>-  Strong communication skills (both oral and written) </p><p>- Proficiency with clinical, biomedical, and/or biological data and databases</p><p>- Experience with Machine learning, Microsoft applications and tools, Hadoop, Spark, Bioconductor, D3, Tableau, and/or Perl</p>",1-3 years of experience
106,data scientist,"TECHNOLOGY:  
	Data Scientist professional needed at Wal-Mart in Sunnyvale, CA. PhD or equiv in Stats, Math, Operations Research, CS, Eng'g (Any) or rel. quantitative field; OR MS or equiv in Stats, Math, Operations Research, CS, Eng'g (Any) or rel. quantitative field & 2 yrs of exp working w/lrg amounts of real data. Duties incl but not limited to research, design, & implement data models & cutting edge algorithms-on high-dimen- sional, fast-moving, unstructured & structured data. Exp & skills may be gained through academic coursework, research, projects, or prof'l exp. For specific job duties, req'mnts, & to apply,visit  select ""Search Jobs"" & apply for Job # 641690BR. Wal-Mart EOE, AAE.",1-3 years of experience
107,data scientist,"DATA SCIENTIST 
	Lead consumer loan default prediction modeling using vast amount & types of transactional & other data; code & automate tools for consumer loan default prediction model; dvlp optimization rules to max model performance in production; prov risk reporting, analysis & data validation tools, dynamically responding to business & market changes. Min. Req. MS in CS, Statistics, Bioinformatics or related w/2 yrs. of related exp. 40 hrs /wk. Resume to Suning Commerce R&D Ctr, 845 Page Mill Rd, Palo Alto, CA 94304 (job loc).",1-3 years of experience
108,Director of Data Sciences and Analytics,"<p>DIRECTOR OF DATA SCIENCES AND ANALYTICS</p> <p>at VigiLanz Corp, Minneapolis, MN. Responsible for oversight of data analysis and business intelligence presentation to create customizable product. Requires Ph.D. in quantitative analysis field and 2 years' experience in data analysis in health care sector.</p><p> Review full job duties online and apply to employment@vigilanzcorp.com</p>",1-3 years of experience
109,DATA SCIENTIST,"Data Scientist sought by Datavail Corporation, to work in Broomfield, CO. Perform bus. analysis & utilize mathematical & data modeling to dvlp data solutions for client companies. Direct team of dvlprs to create, implmt & fine tune appropriate data n/work architecture & systms to meet client needs. Reqmts incl MS in comp sci, s/ware or electrical engg or rltd field & 2 yrs exp in position or as dbase administrator. Working knowl of SSAS, MDX, SQL Server internals. Up to 40% domestic travel. Send resume to L. Lewandowski, 11800 Ridge Pkwy, #125, Broomfield, CO 80021",1-3 years of experience
110,senior data scientist,"TECHNOLOGY  
	Sr. Data Scientist professional needed at Wal-Mart in Sunnyvale, CA. Must have PhD or equiv in Stats, CS, or rel. field; OR Master's or equiv in Stats, CS, or rel. field & 2 yrs of data mining & modeling exp. Duties incl but not limited to analyze lrg data sets to dvlp multiple, complex custom models & algorithms to drive innovative bus. solutions. For specific job duties, req'mnts, & to apply, visit http://careers.walmart.com/ select ""Search Jobs"" & apply for Job #736719BR. Wal-Mart EOE, AAE.",1-3 years of experience
111,Data Scientist,"Humana Ins. Co. is seeking a Data Scientist for its Washington DC location. As a Data Scientist, you will develop and maintain state-of-the-art large forecasting analytics to enable Humana strategy and overall clinical portfolio. Must have Master’s Degree in Engineering, Stats, Math, Public Health, CS, or closely related field, plus 2 years of related experience. Pre-employment drug screen and background check required. 0-5% travel for professional conferences or meetings may be required. Send resume to Humana, Attn: Chad Babin, Talent Acquisition, 500 West Main Street, Louisville, KY 40202, or apply online at www.humana.com/careers (Ref. #159540). EEO.<p><!-- Data Scientist Insurance::: Other:--></p>",1-3 years of experience
112,Data Scientist,"DATA SCIENTIST to formulate & build predictive models & other mathematical models using econometric principles, statistical methods & programming languages/tools (R, Python & SPSS); Validate, test & reformulate models to ensure adequacy; Write SQL, R, Python & Hive scripts; Analyze strategic objectives, develop analytical solution frameworks & assist on execution of roadmap identified; Develop best practices for data understanding, data preparation, data modeling, evaluating results & deployment of models; Build & maintain dashboards, reports & interactive data visualizations using BI tools (Power BI & Tableau). Req: Bachelor's degree in Statistics, Economics, Computer Science, an Engineering discipline or closely related field w/ 2 yrs of exp in job offered or as Business Analyst. Extensive travel/relocation to various unanticipated client sites for assignmnts of various unanticipated duration w/in US. Send resume: Orpine, Inc., 11785 Northfall Lane, Ste 504, Alpharetta, GA 30009; Attn: Job PA.",1-3 years of experience
113,Data Science Postdoctoral Fellow,"<p><strong>The Harvard University Data Science Initiative is seeking applications for its inaugural Harvard Data Science Postdoctoral Fellows Program for the 2017-2018 academic year.</strong> The normal duration of the Fellowship is two years. Fellows will receive a generous salary as well as an annual allocation for research and travel expenses.</p> <p>TO APPLY FOR THIS POSITION PLEASE VISIT:<strong> </strong></p> <p><strong><a href=""https://datascience.harvard.edu/FUNDING-OPPORTUNITIES"">HTTPS://DATASCIENCE.HARVARD.EDU/FUNDING-OPPORTUNITIES</a></strong></p> <p>We are looking for researchers whose interests are in data science, broadly construed, and including researchers with both a methodological and applications focus. Fellows will be provided with the opportunity to pursue their research agenda in an intellectually vibrant environment with ample mentorship. We are looking for independent researchers who will seek out collaborations with other fellows and with Harvard faculty.</p> <p>The Data Science Postdoctoral Fellows Program is supported by the Harvard Data Science Initiative with administrative support from the Office of the Vice Provost for Research. The Data Science Initiative involves faculty from across the university. The Fellows program will concentrate some of its activity in new physical spaces provided by the Computer Science-Statistics Data Science Lab, the Longwood Data Science Lab, as well as space in the Institute for Quantitative Social Sciences.</p> <p><strong>Funding Priorities</strong></p> <p><br /> The Data Science Postdoctoral Fellows Program will support outstanding researchers whose interests relate to the following themes:</p> <ol> <li>Methodological foundations, including for example, causal inference, data systems design, deep learning, experimental design, modeling of structured data, random matrix theory, non-parametric Bayesian methods, scalable inference, statistical computation, and visualization.</li> <li>Development of data science approaches tailored to analytical challenges in substantive fields that span the full intellectual breadth of Harvard's faculties.  To give some purely illustrative examples, these fields include health sciences (e.g. life and population sciences), earth systems (e.g. climate change research); society (e.g. data that can affect the experience of individuals, or policy and ethical questions); and the economy (e.g. automation, Internet of Things, digital economy). This list is by no means exhaustive.</li> </ol> <p>Successful applicants will be expected to lead their own research agenda, but also work collaboratively with others including with members of the Harvard faculty, and to contribute to building the data science intellectual community. The Fellows program will offer numerous opportunities to engage with the broader data science community, including through seminar series, informal lunches, mentoring opportunities, opportunities for fellow-led programming, and other networking events. Fellows should expect to spend most of their time in residence at Harvard.</p> <p><strong>Available Funding</strong></p> <p><br /> Stipend: $80,000 is available in salary support per year for an initial two year appointment.  Appointments may be extended for a third year, budget and performance allowing. </p> <p>Travel: An additional $10,000 will be allocated for research and travel expenses each year.</p> <p><strong>Eligibility</strong></p> <p><br /> Applicants must be outstanding, intellectually curious researchers at an early stage of their scholarly career. Applicants are required to have a doctorate in a related area by the expected start date. Applicants should have demonstrated a capacity for independent work, and will be expected to engage with researchers and faculty and participate in activities convened by the Data Science Initiative. We recognize that strength comes through diversity and actively seek and welcome people with diverse backgrounds, experiences, and identities.</p> <p>We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.</p>",1-3 years of experience
114,DATA ENGINEER,"DATA ENGINEER - Capital One Services, LLC in Richmond, VA; Mult pos avail: Perform tech design, dvlpmt, modification & implementation of SW &/or data apps using existing & emerging tech platforms. Requires Bachelor's degree or foreign equiv in CS, Eng, CIS, or related tech field & 3 yrs exp in job offered or app dvlpmt. Must pass company's assessment. To apply, visit www.capitalone.com/careers & search keyword ""Data Engineer"" or req ID R17570.",1-3 years of experience
115,Senior Data Scientist,"<p><strong>Zillow, Inc. is seeking a Senior Data Scientist for its Seattle, Washington office.</strong></p>

<p><strong>Job Duties:</strong> Implement analytic solutions utilizing machine learning and predictive modeling for various applications. Responsible for analytic products behind personalization, search relevance, user segmentation, deep learning, and home-related recommendations. Utilizes: R, Python, SQL, and Spark.</p>

<p><strong>Education Requirement:</strong> Master&rsquo;s degree, or foreign equivalent, in Computer Science, Statistics or related.</p>

<p><strong>Experience Requirements:</strong> Two (2) years of experience as a Data Scientist or related, which includes two (2) years in each of the following:</p>

<ul>
	<li>Designing and prototyping recommendation algorithms and pipelines.</li>
	<li>Statistical inference and machine learning.</li>
	<li>Machine learning applied to big data.</li>
	<li>Data analysis languages R and Python.</li>
	<li>SQL and Spark.</li>
	<li>Understanding of supervised and unsupervised machine learning techniques.</li>
</ul>

<p>&nbsp;</p>

<p><strong>Job Order number must be indicated on your response.</strong></p>

<p>Please send r&eacute;sum&eacute; to:</p>

<p>Job #V0092</p>

<p>Zillow, Inc.</p>

<p>Attn: Jenafer Park</p>

<p>1301 Second Avenue</p>

<p>Floor 31</p>

<p>Seattle, WA 98101</p>

<p>Or jobs@zillow.com</p>

<p>&nbsp;</p>",1-3 years of experience
116,Data Scientist,"<font face=""Univers 57 Condensed"" size=""2"" color=""#000000"">Data Scientist needed for software development co. in Warren, NJ. Req. Master's in Computer Science, Statistics, Mathematics or rel quantitative field + 1 yr of exp in job off or as Software Development Engineer or rel. Rel exp must incl: Visual C++, COM and MFC; SQL; International container carrying/freight forwarding industry. Resumes: Office Manager, Interlink Transport Technologies, Inc. d/b/a MSC Technology (North America), Inc., 160 Mount Bethel Rd, Warren, NJ 07059. Ref. #207.</font>     Web Id: 34247",1-3 years of experience
117,DATA ENGINEER,"DATA ENGINEER - Capital One Services, LLC in Richmond, VA; Mult pos avail: Perform tech design, dvlpmt, modification & implementation of software and/or data apps using existing & emerging tech platforms. Requires Bachelor's degree or foreign equiv in CS/Engn/CIS/Sci/rel tech field & 3 yrs exp in job offered or app dvlpmt. Must pass company's assessment. To apply, visit www.capitalone.com/careers and search keyword ""Data Engineer"" or requisition ID R23251.",1-3 years of experience
118,Data Scientist,"<p>The Huntington National Bank, Data Scientist, Columbus, Ohio. Create, document, test, deploy, audit, &amp; maintain statistical methods &amp; models. Deploy models for targeting in marketing campaigns, price optimization for financial products, geographic retail network optimization, &amp; prediction of consumer behavior. Collaborate w/ the legal, compliance, &amp; risk teams to ensure all modeling activities satisfy regulatory requirements &amp; company policy. Work w/ management to develop &amp; apply effective risk management processes &amp; controls.</p>
<p>Requires: Ph.D. (""All But Dissertation"" acceptable) in Statistics, Applied Mathematics or a related quantitative field &amp; graduate course work that includes 10 of the following 12 subjects: Generalized Linear Models, Statistical Inference, Statistical Computation, Statistical Theory, Design of Experiments, Data Mining, Bayesian Analysis, Multivariate Analysis, Probability Theory, Time Series, Nonparametric Statistics, or Spatial Statistics. Alternatively, the employer will accept a MS in Statistics with a solid foundation in statistical methods, modeling techniques, &amp; problem solving in business environments, as demonstrated by graduate coursework that includes the first 6 subjects listed above &amp; 4 years of experience with each of the following: Building predictive models w/ machine learning &amp; statistical techniques; A computer programming language: Python, Java or C++; A statistical programming language: SAS or R; &amp;, Querying databases with SQL. Huntington's Tobacco-Free policy requires all candidates be screened for cotinine prior to beginning employment.&nbsp;</p>",1-3 years of experience
119,lead data engineer,"LEAD DATA ENGINEER  
	Target Enterprise, Inc. is currently seeking a full-time Lead Data Engineer at our offices in Sunnyvale, California. The Lead Data Engineer will be responsible for developing and designing real time high performance distributed computing systems and large scale data processing systems necessary for the Enterprise Data analytics and Business Intelligence (EDABI) team. This position requires a Master's degree or equivalent in Computer Science or related field and 2 years related experience. Must also have 12 months of demonstrated ability (which may have been gained concurrently) with each of the following: (1) proficiency in C/C++, Ruby and multi-core/parallel programming, various categories of CPU architectures including SISD, SIMD, MISD and MIMD, and various profiling tools including o-prof, g-prof and hardware performance counters; (2) experience with memory alignment optimizations and building lock free dynamic memory allocation and garbage collection systems for concurrent data structures running in shared memory; (3) working with Operating Systems, Computer Architecture, compiler construction and experience with low level atomic operations and code optimizations provided by the GCC compiler; (4) manipulating hardware and software transactional memory barriers and underlying cache coherency protocols to develop zero-copy data movement strategies; (5) leading the end-to-end software development process for the designing big data applications from ground up using agile/scrum methodologies; and (6) designing large scale, high performance data processing systems using massively parallel algorithms for high-density hardware. Will accept experience gained before, during or after Master's program. Please apply online at https://corporate.target.com/careers/",1-3 years of experience
120,Senior Data Scientist,"<p>Engineering: Bluestem Brands, Inc. has a full-time opportunity for a Senior Data Scientist at our office in El Segundo, California. As a member of Bluestem Brands, Inc.'s Data Science and Machine Learning Lab, the Senior Data Scientist develops state-of-the-art machine learning predictive models that utilize mathematical and statistical methods. This position requires a Master's degree or equivalent in Engineering, Data Science, Statistics, Computer Science, Physics, Applied Mathematics, or a related field, and one year of related experience.&nbsp;</p>
<p>Experience must include 12 months of demonstrated ability (which may have been gained concurrently) with each of the following:&nbsp;</p>
<p>&bull; Utilizing data science techniques, including applied machine learning techniques;&nbsp;</p>
<p>&bull; Performing data exploratory analysis skills, including data visualization;&nbsp;</p>
<p>&bull; Utilizing supervised machine learning techniques, including gradient boosting and support vector machines;&nbsp;</p>
<p>&bull; Programming in r, python, and sql; and&nbsp;</p>
<p>&bull; Explaining complicated mathematical concepts to non-technical audiences.&nbsp;</p>
<p>&bull; Will accept experience gained before, during, or after master's program.&nbsp;</p>
<p>EOE</p>
<p>&nbsp;</p>",1-3 years of experience
121,Data Scientist,"<p>Data Scientist</p>
<p>Oracle America, Inc. has openings for Data Scientist positions in Broomfield, CO.</p>
<p>Job duties include: Interacts with product and service teams to identify questions and issues for data analysis and experiments.</p>
<p>Oracle supports workforce diversity.</p>
<p>Reference Number: 385.20212</p>",1-3 years of experience
122,Data Engineer,"<p>East Daley Capital seeks Data Engineer for employment in Centennial, CO. Combine fundamental energy market supply &amp; demand data with granular company level financial asset data to build state of the art data center.</p>
<p>Requirements: Bachelor's in Math or Computer Science +6 months as Software Developer using Python.</p>",1-3 years of experience
123,Data Engineer,"<p>East Daley Capital seeks Data Engineer for employment in Centennial, CO. Combine fundamental energy market supply &amp; demand data with granular company level financial asset data to build state of the art data center.</p>
<p>Requirements: Bachelor's in Math or Computer Science +6 months as Software Developer using Python.</p>
<p>&nbsp;</p>",1-3 years of experience
124,Data Scientist #385.14065,"<p>Data Scientist</p>
<p>Oracle America, Inc. has openings for Data Scientist positions in Broomfield, CO.</p>
<p>Job duties include: Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse ""big data"" sources to generate actionable insights and solutions for client services and product enhancement.&nbsp;</p>
<p>Oracle supports workforce diversity.</p>",1-3 years of experience
125,Senior Data Engineer,"<p>Senior Data Engineer with CSG Systems Inc. d/b/a CSG International (Greenwood Village, CO)</p>
<p>Develop, maintain &amp; support Oracle Database ODS (operational data store) &amp; ETL processing.</p>
<p>Requirements</p>
<ul>
<li>Bachelor's degree (3 or 4 years degree) in Computer Science, Computer Engineering, Computer Information Systems or related.</li>
<li>Requires 5 years post-Bachelor program experience including experience with: Oracle database design, installation, configuration, migration, upgrades, backups; Oracle Grid Control; Unix shell scripting; Oracle database admin in high availability environments utilizing Oracle RAC; moving data between databases utilizing Export/Import or Data Pump; implementing Data Stats, Index maintenance SQL profiles &amp; SQL baselines; AWR &amp; ADDM reporting; Oracle Grid Infrastructure &amp; ASM; RMAN; SQL code development.&nbsp;</li>
</ul>",1-3 years of experience
126,Data Scientist #385.20187,"<p><strong>Data Scientist </strong></p>
<p>Oracle America, Inc. has openings for Data Scientists positions in Broomfield, CO.</p>
<p>Job duties include:</p>
<p>Design, develop and program methods, processes, and systems to consolidate and analyze unstructured, diverse ""big data"" sources to generate actionable insights and solutions for client services and product enhancement.&nbsp;</p>
<p>Oracle supports workforce diversity.</p>",1-3 years of experience
127,Data Engineer or Data & Analytics Consultant,"<p style=""font-weight: 400; text-align: center;""><strong>Data Engineer&nbsp;or Data &amp; Analytics Consultant</strong></p>
<p style=""font-weight: 400; text-align: center;""><strong>Job #9822</strong></p>
<p style=""font-weight: 400; text-align: center;""><strong>$64,000 - $110,000 (Depending On Qualification)</strong></p>
<p style=""font-weight: 400;"">&nbsp;</p>
<p style=""font-weight: 400;""><strong>BASIC RESPONSIBILITIES:&nbsp;</strong></p>
<p style=""font-weight: 400;"">Provide analytic support and services across the organization. Develop new analytical models and business intelligence solutions in order to provide actionable insights. Deliver projects related to predictive analytics, enterprise data management, master data management, and analytic applications using a combination of methodologies.</p>
<p style=""font-weight: 400;"">Candidate demonstrates intellectual curiosity, business acuity and attention to detail.&nbsp;Experience with business intelligence tools, data mining concepts, predictive analytic concepts and data integration tools strongly preferred.&nbsp;Candidate will possess, or quickly gain, an understanding of SAP and Microsoft analytic tools as well as an understanding of data modelling and data integration tools and concepts. Must be able to learn new technologies/concepts and be proactive in applying that knowledge to work.&nbsp; Candidate will demonstrate excellent communication skills and comfort in leading discussions.&nbsp;&nbsp;</p>
<p style=""font-weight: 400;""><strong>MINIMUM QUALIFICATIONS:</strong></p>
<p style=""font-weight: 400;"">Data Engineer (Applications Analyst)</p>
<ul>
<li style=""font-weight: 400;"">Bachelor&rsquo;s Degree in Business Administration, Computer Science or related field; AND</li>
<li style=""font-weight: 400;"">Two (2) years progressively more responsible directly related subject matter expertise, quantitative, business intelligence and data management experience.</li>
</ul>
<p style=""font-weight: 400;"">Data &amp; Analytics Consultant</p>
<ul>
<li style=""font-weight: 400;"">MSc in Business, Economics, Mathematics, Statistics, or Computer Science</li>
</ul>
<p style=""font-weight: 400;""><strong>OR</strong></p>
<ul>
<li style=""font-weight: 400;"">Bachelor&rsquo;s in Business, Economics, Mathematics, Statistics, or Computer Science (OR the equivalent combination of directly related education and experience in quantitative, business intelligence, and data management analysis),&nbsp;<strong>AND</strong></li>
<li style=""font-weight: 400;"">Three (3) years directly related subject matter expertise, quantitative, business intelligence and data management skills.</li>
</ul>
<p style=""font-weight: 400;""><strong>PREFERRED QUALIFICATIONS:</strong></p>
<ul>
<li style=""font-weight: 400;"">Data modeling and database design for analytics and business intelligence solutions.</li>
<li style=""font-weight: 400;"">Strong analytical skills and experience with Extract, Transform, and Load (ETL) tools.</li>
<li style=""font-weight: 400;"">Experience in Software Development Cycle (Agile) and has a strong quality ethic.</li>
<li style=""font-weight: 400;"">Work effectively in a collaborative team environment along with the commitment to the overall success of a group.</li>
<li style=""font-weight: 400;"">Ability to work successfully with 3rd party vendors to support application enhancements or troubleshoot problems as required to meet business processes and priorities.</li>
</ul>
<p style=""font-weight: 400;""><strong>BENEFITS:&nbsp;</strong>Complete benefits plan and retirement program.</p>
<p style=""font-weight: 400; text-align: center;""><strong>Snohomish County P.U.D. #1&nbsp;is an Equal Opportunity Employer of Minorities, Women, Disabled and Veterans.</strong></p>",1-3 years of experience
