,jobtitle,jobdescription,experience
41,Software Engineer,"ENGINEERING.  
	Stanford Health Care seeks a Sr. Software Engineer to use strong understanding of web development to build, design & implement highly scalable usable web interfaces. Reqs BS + 5 yrs exp. in s/w engineering (or MS + 2 yrs exp.). Also reqs 2 yrs exp. designing production-quality web applications using AJAX, JavaScript, CSS, DHTML, HTML, XHTML; 2 yrs enterprise-level Java programming & back-end software design exp.; 2 yrs database programming exp. incl'g both RDBMS & NoSQL database; 2 yrs exp. data integration & creation of REST/SOAP public APIs; 2 yrs software unit testing exp. using JUnit & Selenium, & unit test integration w/ continuous integration tools using Jenkins or Atlassian Bamboo. Position reqs drug/background checks. Send resume to Lori Burt, Stanford Health Care HR, Palo Alto Tech Center, 1850 Embarcadero Road, Suite B, Palo Alto, CA 94303. Principals only. No calls. Must have unrestricted employment authorization in US. Equal Opportunity Employer.",No experience
42,Software Engineer,"Software Engineer
AOL Advertising Inc. &#8211; Software Eng. (Bellevue, WA): Perform custom software implementation involving video ad technology platform.
Interested applicants are to send their resume to Mary Akinleye, AOL Adv., 22000 AOL WAY, Dulles, VA 20166 and reference job ID: 281929 CE",No experience
43,Dynamics Ax Sr Software Engineer,"Dynamics AX Sr Software Engineer with Microsoft Gold Partner. Customize Dynamics AX using .NET, X++ and other technologies; executing tasks related to client delivery of report writing, data migration and integrations. Bachelor's degree in MIS or Computer Science or equivalent exp, 3-5 yrs ERP Software, .NET, X++ or OOP programming language; 2+ yrs customizing Microsoft 
	Dynamics AX (2009 or 2012). Full Time. 
	Denver, CO. careers@mcaconnect.com",No experience
44,Software Engineer,"position in Carlsbad, CA. Mail resume to ViaSat, Inc., Attn: HR, Job #KM-1030, 6155 El Camino Real, 
Carlsbad, CA 92009. EEO/AA/Disability/Protected Veteran Employer.",No experience
45,Sr Software Engineer,"ENGINEERING 
	Telenav, Inc. is recruiting for our Sunnyvale, CA office: Sr. Software Engineer: Sr. Software Engineering involving embedded system and SDK development including system level architecture review and design suggestion. Mail resume to: Telenav, Attn: HR Req. 1965, 950 DeGuigne Dr., Sunnyvale, CA 94085.",No experience
46,Software Engineer,"ENGINEERING-Rambus Inc. in Sunnyvale, CA seeks: Software Engineer: Write tech. specifications, which vary from user stories, design documents, unit test plans to user documents, and design and implement object-oriented and multi-threaded C++ applications for highly scalable security platform. Email resume w/ job code 91533 to: resume_dropbox@rambus.com.",No experience
47,Software Engineer (Java Developer),"SOFTWARE: 
	Software Engineer (Java Developer) 
	Adara Networks in San Jose, CA seeks SW Eng. (Java), to dev. scalable NW app. infrastructure services. Send resume to: careers@adaranetworks.com Ref. Job ID# 1115(SEJD). Please no phone calls",No experience
48,Software Engineer,"ENGINEERING 
	SmartZip Analytics, Inc. has job opp. in Pleasanton, CA: Software Engineer. Dsgn & dvlp web, SaaS & mobile prdcts. Mail resumes refernc'g Req. #SWE16 to: Attn: S. Lynch, 4450 Rosewood Dr, Ste 300, Pleasanton, CA 94588.",No experience
49,Software Engineer:,"ENGINEERING Juniper Networks is recruiting for our Sunnyvale, CA office: Software Engineer: Design, develop and debug kernel networking features for JUNOS. Work on high availability features. Mail single-sided resume with job code #27757 to: Juniper Networks, Attn: MS A.8.429A, 1133 Innovation Way, Sunnyvale, CA 94089.",No experience
50,Software Engineer,"ENGINEERING- 
	Juniper Networks is recruiting for our Sunnyvale, CA office: Software Engineer: Develop detailed software functional and design specifications. Mail single-sided resume with job code #29366 to: Juniper Networks, Attn: MS A.8.429A, 1133 Innovation Way, Sunnyvale, CA 94089.",No experience
51,Programmer Analyst And Software Developer,"COMPUTER: 
	Infotech Spectrum, Inc., has openings in Santa Clara, CA for Programmer Analyst (Design, Code and Debug S/W) & Software Developer (Design, Develop & Test). Required Bachelor or Master or foreign equiv & prior exp. Edu/exp requirement vary based on position level/ type. Travel & Relocation required. Apply by mail to HR, 2060 Walsh Ave., Ste 130, Santa Clara CA 95050",No experience
52,"Senior Software Engineer, Image And Graphics","ENGINEERING: 
	Senior Software Engineer, Image and Graphics: Visbit Inc. in Sunnyvale, CA. Develop iOS software for photo-related applications. MS required. Mail resume to 440 N Wolfe Rd., Sunnyvale, CA 94085, or email info@visbit.co",No experience
53,Software Engineer Staff:,"ENGINEERING- 
	Juniper Networks is recruiting for our Sunnyvale, CA office: Software Engineer Staff: Review Software Functional specification and Unit Tests. Develop Automation framework to support smoke tests and unit test scripting infrastructure. Mail single-sided resume with job code #29956 to: Juniper Networks, Attn: MS A.8.429A, 1133 Innovation Way, Sunnyvale, CA 94089.",No experience
54,Sr Software Engineer,"<p><strong>Job Summary</strong></p> <p>The Senior Software Engineer (Port Operations) is responsible for supporting, maintaining and extending the functionality of designated Enterprise Software Applications and business functions, with a focus in Port Terminal, Operations, and Transportation systems. Performs and coordinates support, maintenance, and technical and functional system enhancement activities to ensure designated applications operate reliably and provide users with the system functionality required. Proactively and collaboratively with IT and Operations management and staff, this position identifies technical opportunities and researches, defines, architects and implements complex technical software solutions to meet business requirements.</p> <p><strong>Essential Functions and Duties</strong></p> <p>
*  Technical Support-Provides technical support and system administration for designated enterprise applications and platforms. Analyzes system errors or deficiencies to identify system issues. Determines and implements appropriate resolutions. Support is provided personally in both a primary and secondary capacity, in coordination with other departmental resources, and through managing third party support vendors. Manages project schedules, budgets, Port resources and internal coordination needs on projects as assigned. Make recommendations to address technical, legal and community issues relating to assigned projects.<br />
*  Operations and Maintenance-Performs operations and maintenance responsibilities relating to assigned Enterprise Applications with the aim of ensuring ongoing system reliability and security. Responsibilities include performing routine maintenance tasks and periodic system processes and procedures. A further responsibility is to monitor and manage application release activities including security patches, service packs, and version releases.<br />
*  System Utilization-Proactively identifies and leads efforts to enhance and expand the functionality and utilization of Port systems. Working with users and Business Process staff, uses functional and operational knowledge to identify system, functional and process optimization opportunities, modifying and extending system components such as user interfaces, system modules, workflows, reports and integrations as required.<br />
*  Solution Identification-Proactively and innovatively identifies and architects technical solutions to resolve business issues or enhance business systems. Researches, defines, architects and develops complex technical software and data solutions, either through the adaptation of existing systems to meet new requirements or through the selection of new systems. Defines appropriate system requirements, specifications and designs.<br />
*  Documentation-Develops and maintains plans and documentation as required for the consistent and appropriate management of both designated enterprise applications and cross system dependencies, including: roadmaps and lifecycle plans; systems reference and support documentation; procedures, standards, policies and best practices.<br />
*  Configuration-Follows standard Software Development Life Cycle steps to configure or develop software solutions. Defines appropriate system requirements, specifications and designs; develops or configures software solutions; plans and performs system testing.<br />
*  Project Participation-Role is project dependent. As a Project Lead or Manager, coordinates Enterprise Application projects, ensuring the use of standardized methodologies and coordinating vendor and Port resources. Position may act as a technical resource for IT projects, or represent Information Technology within organizational projects, providing specialized knowledge or expertise and performing assigned technical tasks.</p>",No experience
55,Systems Software Engineer (Member Of Technical Staff),"UX Designer: Design user experience and conduct interaction design for scale-out enterprise data storage system. Req Bach or for equiv in User Interface, Interactive Media, Graphic or Industrial Design, Human-Computer Interaction and Design, or Info Mgmt + 6 mos. work exp in usability research & analysis & design ux for scale-out enterprise data-storage prdct. Edu or exp in: responsive design, HTML5, CSS, visual design, & using Axure, Photoshop & Illustrator design tools to produce interactive wireframes. Must submit digital portfolio showing wireframes, UX flows, hrdwre rendering diagrams, & prototypes rtld to enterprise data storage UX. Position at Qumulo Inc. in Seattle, WA. To apply, please e-mail resume & cover letter to: 
engineer.staffing@qumulo.com",No experience
56,Aerospace/Software Engineer (Nhr-14/24/74),"<p>In support of NAVAIRâ€™s Simulation Division at NAS Patuxent River, MD, we have immediate openings for all levels of Areospace/Software Engineers for the design and development of high fidelity aircraft simulations and flight trainers. Projects include prototype flight training devices, upgrades to existing devices, simulations to support aircraft and mission system RDT&E, and hardware/software integration involving aircraft equipment.</p>

<p><strong>Responsibilities</strong>:Â  Software development of real-time avionics, mission systems, and supporting models utilizing C and C++. Tasking includes software design, development, integration, tracking and fixing discrepancies, and testing of avionics models involved with real-time flight trainers and simulators. Some tasking will include software development coupled with hardware/software integration. Candidate will be coding in a Linux and Windows Operating System (OS) environment, using open source libraries such as QT and Boost. Some tasking entails designing, writing, and integrating various aircraft models and working with 1553 and ARINC 429 protocols. The position requires strong individual coding skills, as well as the ability to effectively interact with other software and engineering team members. Some travel is expected.</p>

<p><strong>Qualifications</strong>:Â  A Computer Science, Engineering, or related technical degree is desired. Simulation experience, and experience with coding hardware/software interfaces to mission systems is desired. Candidate must have a proven grasp of C and C++ programming languages, including Object Oriented Design, preferably in both a Windows and Linux/Unix environment. Familiarity with standard software Configuration Management (CM) practices, full life-cycle development, as well as with ARINC 429 and 1553 protocols is preferred. Candidate must possess strong independent coding skills, yet be able to communicate with other members of the software development team. Applicant must be a U.S. citizen and have the ability to obtain a Secret security clearance.</p>

<p>In addition to submitting your resume, please complete our EEO Voluntary Self-Identification Form and the Voluntary Self-Identification of Disability Form located on our website. Completion of this data is voluntary and will not affect your opportunity for employment.</p>",No experience
57,Software Engineer,"Software Engineer
 @Stripe (Seattle, WA and various unanticipated locations) Design, build, and maintain APIs, services, and systems across Stripes engineering teams using Ruby, Scala, and Go; Build software infrastructure, including developing, testing, and deploying it. Job req’s Bachelor’s degree in Comp Sci or rltd w 1 yr of software eng exp. To be considered, applicants must send resume to
ad-reply@stripe.com
ref job code 3458349.",No experience
58,Software Developer,"Data Systems Integration Group, Inc., a Software Development & Consulting Firm headquartered in Dublin, Ohio, is looking for Application Analysts, Senior Application Analysts, Computer Systems Analysts, Senior Computer Systems Analysts, Database Administrators, Programmer Analysts and Senior Programmer Analysts to fill multiple positions with different experience and education levels in Dublin, Ohio. Travel and/or relocation to various unanticipated locations throughout the U.S. required. Some positions require an Associate's Degree and experience; some positions require a Bachelor's Degree and experience; other positions require a Master's Degree and experience. Please send 2 resumes and a cover letter referencing 5131.000 to  Box # 1001, The Columbus Dispatch,  5300 Crosswind Dr., Attn: SSS,  Cols., OH 43228. . No calls please.",No experience
59,Sr Software Engineers,"COMPUTER: 
	Sr. Software Engineers (Fremont, CA openings. Travel not required, but must be willing to relocate to unanticipated locations across the country per contract demand): Requirements gathering, analysis, design, coding, testing, application support and maintenance. E-mail resume to WorldScape Inc. at 
	 Jobs@worldscapeinc.com",No experience
60,Programmer Analyst; Quality Assurance Engineer; Software Engineer,"COMPUTER: 
	Nextgen Technologies, Inc, in San Jose, CA seeking: Programmer Analyst (Analyze, Test, Process); Quality Assurance Engineer (Test, Identify Application problems). Proficiency in Selenium & Java; Software Engineer (Write, debug & Code). Req Bachelor or Master or foreign equiv & prior exp. Edu/exp req vary based on pos lvl/type. Travel & reloc req. To apply send res to HR, 1735 North 1st Street #308, San Jose, CA 95112.",No experience
